S#,Date,Islamic Date,Blast Day Type,Holiday Type,Time,City,Latitude,Longitude,Province,Location,Location Category,Location Sensitivity,Open/Closed Space,Influencing Event/Event,Target Type,Targeted Sect if any,Killed Min,Killed Max,Injured Min,Injured Max,No. of Suicide Blasts,Hospital Names,Temperature(C),Temperature(F),Explosive Weight (max kg)
108,5/18/2008,13 Jumaada al-awal 1429 A.H.,Holiday,Weekend,8:00 PM,Mardan,34.1982,72.0444,KPK,Military run bakery near a punjab regiment center in Mardan cantt,Military,High,Closed,,Military,,11,13,23,25,1,1.CMH 2.District Headqurtar Hospital,29.61,85.3,
109,6/2/2008,28 Jumaada al-awal 1429 A.H.,Working Day,,1:00 PM,Islamabad,33.718,73.0718,Capital,Islamabad Danish Embassy,Foreigner,High,Closed,,Foreigner,Jews,,8,25,30,1,1.PIMS 2.Federal Government Service Hospital,26.5,79.7,50
110,7/6/2008,3 Rajab 1429 A.H.,Holiday,Weekend,7:50,Islamabad,33.718,73.0718,Capital,Melody market near lal masjid,Market,Low,Open,,Police,,15,20,20,47,1,1.PIMS 2.Poly Clinic 3.Federal Government Service Hospital,26.86,80.35,5
111,7/13/2008,10 Rajab 1429 A.H,Holiday,Weekend,,D.I. Khan,31.8238,70.9095,KPK,Shiite gathering -Near kotli imam Hussain,Religious,Medium,Closed,,Religious,Shia,,1,3,4,1,,31.08,87.94,
112,8/13/2008,12 SHa`baan 1429 A.H,Working Day,,11:35 PM,Lahore,31.5451,74.3407,Punjab,neaar Iqbal Town police Station Lahore at dubai CHOWK SIGNAL,Police,High,Open,,Police,,8,9,20,35,1,1.Sheikh Zahid Hospital,25.84,78.5,
113,8/19/2008,18 SHa`baan 1429 A.H.,Working Day,,1:30 PM,D.I. Khan,31.8238,70.9095,KPK,Distric headquarter hospital,Hospital,Low,Closed,during the shiite protest against the death of shiite govt official,Civilian,Shia,30,32,33,55,1,1.Combined Military Hospital,31.5,88.69,
114,8/21/2008,20 SHa`baan 1429 A.H,Working Day,,2:37 PM,Rawalpindi,33.6058,73.0437,Punjab,Wah Cant Pakistn Ordinance Factories,Military,High,Closed,,Government Official,,70,100,67,200,2,pof hospital,28.89,84,
115,8/23/2008,22 SHa`baan 1429 A.H,Working Day,,7:45 AM,Swat,35.2227,72.4258,KPK,Charbagh checkpost,Police,High,Open,,Police,,7,15,,20,1,1.Saidu sharif hospital,25.69,78.24,100
116,8/29/2008,28 SHa`baan 1429 A.H,Working Day,,7:00 AM,Kohat,33.5833,71.4333,KPK,army base camp/emergency center near Kohat tunnel,Military,High,Closed,,Military,,2,5,25,39,1,1.CMH Kohat,27.7,81.87,
117,9/6/2008,6 RamaDHaan 1429 A.H,Working Day,,,Peshawar,34.0043,71.5448,KPK,Zangali Checkpost on kohat road,Police,High,Open,,Police,,30,35,70,90,1,Lady Reading Hospital-Khyber teaching-Hayatabad complex,23.44,74.19,150
118,9/16/2008,16 RamaDHaan 1429 A.H,Working Day,,HALF HOUR AFTER AFTAR,Swat,35.2227,72.4258,KPK,Kabal check post,Police,High,Open,,Police,,2,10,,25,1,,25.95,78.71,
119,9/20/2008,20 RamaDHaan 1429 A.H,Working Day,,,North Waziristan,32.9746,70.1456,KPK,military convoy on Miranshah road near Norak,Security Forces,High,Open,,Military,,7,17,5,20,1,1.CMH Bannu hospital,22.06,71.71,
120,9/20/2008,20 RamaDHaan 1429 A.H,Working Day,,8:05 PM,Islamabad,33.718,73.0718,Capital,Islamabad Marriott Hotal,Hotel,Medium,Closed,,Foreigner,,40,60,200,300,1,1.Poly Clinic 2. PIMS,24.41,75.94,1000
121,9/22/2008,22 RamaDHaan 1429 A.H,Working Day,,,Swat,35.2227,72.4258,KPK,military security checkpost in Madian Town swat,Military,High,Open,,Military,,9,13,2,3,1,,21,69.81,
122,9/24/2008,24 RamaDHaan 1429 A.H,Working Day,,,Quetta,30.2095,67.0182,Balochistan,Quetta cantt military Check post,Military,High,Open,,Military,,1,14,22,25,1,1.CMH Hospital 2.Civil Hospital,23.22,73.81,8
123,10/3/2008,3 SHawwal 1429 A.H,Holiday,Eid-Ul-Fitar,4:00 PM,Peshawar,34.0043,71.5448,KPK,wali bagh charsadda,Residence,Medium,Closed,,Government Official,,4,5,,18,1,1.District Hospital Charsadda,29.44,85,
124,10/6/2008,6 SHawwal 1429 A.H,Working Day,,4:45 PM,Bhakkar,31.6216,71.065,Punjab,Bhakkar Rasheed Noranni MNA house,Residence,Medium,Closed,,Government Official,,22,26,60,100,1,1.Nishtar Hospital Multan,29.02,84.24,
125,10/9/2008,9 SHawwal 1429 A.H,Working Day,,12:45 PM,Islamabad,33.718,73.0718,Capital,Islamabad Police line-anti terrorist squad building,Police,High,Closed,lawmakers gathered for a secret security briefing,Police,,,,6,12,1,1. PIMS 2.Federal Government Services,24.17,75.51,60
126,10/9/2008,9 SHawwal 1429 A.H,Working Day,,12:55 PM,Khyber Agency,34.0211,71.2874,FATA,near michni post in landi kotal,Security Forces,High,Open,,Foreigner,Christian,,0,,0,1,,24.47,76.05,
127,10/10/2008,10 SHawwal 1429 A.H,Working Day,,,Orakzai Agency,32.9746,70.1456,FATA,anti-taliban Jirga-Khadezai area in upper Orakzai Agency,Park/Ground,Low,Open,,Anti-Militants,Sunni,40,85,90,200,1,1.Kohat Dvisional Headquarters Hospital 2.Gahluj hospital 3.Hospitals in Hangu and Kohat,20.58,69.04,8
128,10/16/2008,16 SHawwal 1429 A.H,Working Day,,,Swat,35.2227,72.4258,KPK,Mingora police Station,Police,High,Closed,,Police,,,4,,27,1,,19.84,67.7,
129,10/26/2008,26 SHawwal 1429 A.H,Holiday,Weekend,9:45 PM,Mohmand Agency,32.9746,70.1456,FATA,Mohmad Agency-naqi Checkpost,Military,High,Open,,Military,,11,10,,5,1,1.Ghalaanai Hospital,15.35,59.63,
130,10/29/2008,29 SHawwal 1429 A.H.,Working Day,,2:15 PM,Bannu,32.9861,70.6042,KPK,Militay checkpost cantoment area bannu,Military,High,Open,,Military,,,,,14,1,1.Combined Military Hospital,22.09,71.76,
131,10/31/2008,2 Thw al-Qi`dah 1429 A.H,Working Day,,1:30 PM,Mardan,34.1982,72.0444,KPK,outside the office of Mardan DIG in malakand mardan road,Police,High,Closed,,Police,,9,10,21,25,1,district headquarter hospital,20.9,69.61,
132,11/2/2008,5 Thw al-Qi`dah 1429 A.H,Holiday,Weekend,9:00 AM,South Waziristan,32.3202,69.8597,FATA,Zalai FC checkpost wana,Military,High,Open,,Military,,,8,,8,1,,21.74,71.12,
133,11/4/2008,6 Thw al-Qi`dah 1429 A.H,Working Day,,,Hangu,33.5351,71.0713,KPK,Doabba-checkpost near surpul on hangu tal road,Police,High,Open,,Police,,,7,,4,1,CMH Hangu,21.11,70,40
134,11/6/2008,8 Thw al-Qi`dah 1429 A.H,Working Day,,,Swat,35.2227,72.4258,KPK,Swat Police check post,Police,High,Open,,Police,,,2,,10,1,Syedo Shrif Hospital,16.48,61.67,
135,11/6/2008,8 Thw al-Qi`dah 1429 A.H,Working Day,,,Bajaur Agency,34.8718,71.5249,FATA,Salarzai Jirga  in batmali area-Bajaur,Park/Ground,Low,Open,tribes were discussing formation of lashkar,Anti-Militants,Sunni,16,23,31,45,1,,16.7,62.07,
136,11/11/2008,13 Thw al-Qi`dah 1429 A.H,Working Day,,,Peshawar,34.0043,71.5448,KPK,Qayyum Stadium,Park/Ground,Low,Open,Sport Stadium,Government Official,,3,4,13,20,1,1.Lady Reading Hospital 2.Combined Military Hospital,19.17,66.51,7
137,11/12/2008,14 Thw al-Qi`dah 1429 A.H,Working Day,,10:00 AM,Charsadda,34.1509,71.7359,KPK,attack on security forces camp in Subhan Khaur school-shabqadar area near muhamand agency boder,Military,High,Closed,,Military,,,7,10,12,1,,19.16,66.5,
138,11/17/2008,19 Thw al-Qi`dah 1429 A.H.,Working Day,,11:15 AM,Swat,35.2227,72.4258,KPK,Security checkpost in gashgur area of  Khawazakhela,Military,High,Open,,Military,,,10,,8,1,,14.08,57.34,
139,11/20/2008,22 Thw al-Qi`dah 1429 A.H.,Working Day,,DURING MAGHRIB PRAYER,Bajaur Agency,34.8718,71.5249,FATA,Mosque in Badaan area of mamund,Religious,Medium,Closed,maghrib prayer,Religious,Sunni,,9,,,1,District hospital Bajur,14.17,57.51,
140,11/28/2008,30 Thw al-Qi`dah 1429 A.H.,Working Day,,,Buner,34.3943,72.6151,KPK,near Tarezi Chowk on the main Bannu-Kohat road.,Security Forces,High,Open,,Police,,,9,,16,1,,16.61,61.9,
141,12/1/2008,3 Thw al-Hijjah 1429 A.H,Working Day,,MONDAY MORNING,Swat,35.2227,72.4258,KPK,sangota checkpost in mingora,Military,High,Open,,Military,,,10,,50,1,,15.45,59.81,
142,12/3/2008,5 Thw al-Hijjah 1429 A.H,Working Day,,,Charsadda,34.1509,71.7359,KPK,Army Convoy passing from shabqadar,Security Forces,High,Open,Army convoy,Military,,5,6,8,10,1,,15.82,60.47,
143,12/5/2008,8 Thw al-Hijjah 1429 A.H,Working Day,,12:30 PM,Orakzai Agency,32.9746,70.1456,KPK,bazar of Kalaia area of lower Orakzai angency,Market,Low,Open,,Civilian,,6,10,8,15,1,Kalidya Hospital,12.46,54.44,
144,12/9/2008,11 Thw al-Hijjah 1429 A.H,Working Day,,,Buner,34.3943,72.6151,KPK,in Dagar-an area of Buner,Park/Ground,Low,Open,,Government Official,,,1,,4,1,,14.39,57.9,
145,12/28/2008,,Holiday,Weekend,10:30 AM,Buner,34.3943,72.6151,KPK,Buner Poling station-Infront of govt high school Shalbandi,Government,High,Open,,Government Official,,34,37,,16,,,11.41,52.54,
146,1/4/2009,7 MuHarram 1430 A.H,Holiday,Weekend,7:30 PM,D.I. Khan,31.8238,70.9095,KPK,multan road in Deara Ismail Khan,Security Forces,High,Open,muharram ul haram rally,Police,,7,10,21,25,1,Poly clinic multan,11.44,52.6,10
147,1/4/2009,7 MuHarram 1430 A.H,Holiday,Weekend,,Bannu,32.9861,70.6042,KPK,near a check-post in Officers Colony,Police,High,Open,,Police,,,1,,2,1,,8.28,46.9,
148,1/23/2009,26 MuHarram 1430 A.H.,Working Day,,,Swat,35.3833,72.1833,KPK,near Mingora town,Military,High,Open,,Military,,,2,11,25,1,,12.95,55.31,
149,2/5/2009,10 safar 1430 A.H.,Working Day,,6:35 PM,D.G. Khan,30.05,70.6333,Punjab,Outside Jhar ali Imambargah-in muslim town area,Religious,Medium,Open,,Religious,Shia,30,32,48,55,1,Local Hospital In DG Khan/Nishtar Hospital,15.1,59.19,
150,2/5/2009,10 safar 1430 A.H.,Working Day,,,Swat,35.3833,72.1833,KPK,near a Police station in the Mingora town of Swat District,Police,High,Open,,Police,,,12,,,,,9.44,48.98,
151,2/6/2009,11 safar 1430 A.H,Working Day,,8:15 AM,Khyber Agency,34.0211,71.2874,FATA,Peshawar-Torkham Highway near Teddi Bazar in Jamrood,Security Forces,Low,Open,struck the trailer when signalled to stop,Foreigner,Christian,,0,,7,1,Jamrud Civil Hospital,10.32,50.58,
152,2/9/2009,14 safar 1430 A.H,Working Day,,,Bannu,32.9861,70.6042,KPK,Police checkpost on Baran Bridge,Police,High,Open,,Police,,,5,17,18,1,DHQ Hospital Bannu / Peshawar Hospital,14.58,58.25,
153,2/20/2009,25 safar 1430 A.H,Working Day,,,D.I. Khan,31.8238,70.9095,KPK,funeral procession on  Dera Bannu road-near shobra hotel,Park/Ground,Low,Open,Funeral Procession of Imambargah Caretaker,Civilian,Shia,30,36,150,200,1,1. DHQ D.I.Khan; 2. Nishtar Hospital; 3. Lady Reading Pesh,15.56,60,
154,2/21/2009,26 safar 1430 A.H,Working Day,,,Bannu,32.9861,70.6042,KPK,Lakki town,Police,High,Open,,Police,,,2,,,,,14.42,57.96,
155,2/23/2009,28 safar 1430 A.H.,Working Day,,,Bannu,32.9861,70.6042,KPK,Bannu miranshah road-House of DSP,Residence,Medium,Closed,,Police,,,1,,2,,,15.7,60.26,
156,3/2/2009,5 Raby` al-awal 1430 A.H,Working Day,,,Pishin,30.5833,67,Balochistan,Killi Karbala village in Pishin district,Educational,Low,Closed,,Government Official,Sunni,5,6,5,12,1,Civil hospital Quetta,18.76,65.77,
157,3/11/2009,14 Raby` al-awal 1430 A.H,Working Day,,,Peshawar,34.0043,71.5448,KPK,sarki gate area in Nimak Mandi area-Peshawar,Market,Low,Open,Inauguration of an event by Sr Minister,Government Official,,4,5,,6,1,Lady Reading Hospital,18.38,65.08,
158,3/16/2009,19 Raby` al-awal 1430 A.H,Working Day,,,Rawalpindi,33.6058,73.0437,Punjab,Rawalpindi cantt-Pirwadhi bus stand,Transport,Low,Open,,Civilian,,12,15,16,18,1,DHQ Hospital RWP; 2. Benazir Hospital RWP,20.88,69.58,10
159,3/23/2009,26 Raby` al-awal 1430 A.H,Holiday,Pakistan Day,,Islamabad,33.718,73.0718,Capital,sitara maket-special branch police gate,Police,High,Open,,Police,,,2,,8,1,,18.58,65.44,
160,3/26/2009,29 Raby` al-awal 1430 A.H,Working Day,,8:30 AM,Tank,32.226,70.3761,KPK,road side restaurant opposite to military base in Jandola,Market,Low,Open,members of peace committe -members of Turkestan group,Anti-Militants,Sunni,7,15,,25,1,Civil Hospital Tank,14.3,57.75,
161,3/27/2009,30 Raby` al-awal 1430 A.H,Working Day,,,Khyber Agency,34.0211,71.2874,FATA,Mosque in Jamrood Tehsil on peshawar-turkham highway,Religious,Medium,Closed,,Religious,Sunni,70,76,100,175,1,Peshwar Hospitals,18.6,65.47,
162,3/30/2009,3 Raby` al-THaany 1430 A.H,Working Day,,,North Waziristan,32.9746,70.1456,FATA,Mirzail checkpost-Miranshah,Security Forces,High,Open,security forces convoy was passing from checkpost,Military,,,4,,9,1,,14.42,57.95,
163,4/4/2009,8 Raby` al-THaany 1430 A.H,Working Day,,7:35 PM,Islamabad,33.718,73.0718,Capital,"Margala Road Check Post
Islamabad",Military,High,Open,,Military,,,8,4,7,1,PIMS; Polyclinic,20.17,68.31,8
164,4/4/2009,8 Raby` al-THaany 1430 A.H,Working Day,,,North Waziristan,32.9746,70.1456,FATA,mirnshah security checkpost,Security Forces,High,Open,military convoy was passing from checkpost,Military,,,8,,39,1,,15.57,60.03,
165,4/5/2009,9 Raby` al-THaany 1430 A.H,Holiday,Weekend,12:30 PM,Chakwal,32.9303,72.8556,Punjab,Imambargah in Chakwal,Religious,Medium,Closed,Shia Religious Gathering,Religious,Shia,22,27,40,60,1,,20.56,69,
166,4/15/2009,19 Raby` al-THaany 1430 A.H,Working Day,,Evening,Charsadda,34.1509,71.7359,KPK,"Harichand Police Post-
Charsadda",Police,High,Open,,Police,,16,18,5,10,1,Charsadda DHQ/Tangi Hospital/JamalAbad hospital/Peshawar Hospital,,,100
167,4/18/2009,22 Raby` al-THaany 1430 A.H,Working Day,,3:00 PM,Hangu,33.5351,71.0713,KPK,Check Post close to police station in Doaba Area,Police,High,Open,,Police,,21,27,26,65,1,Civil Hospital Hangu/ CMH Thall,21.18,70.11,100
168,5/5/2009,10 Jumaada al-awal 1430 A.H.,Working Day,,Morning,Peshawar,34.0043,71.5448,KPK,bara qadeem Check post-on peshawar-bara road-12km west of peshawar cantt,Military,High,Open,,Military,,7,11,25,48,1,Khyber Teaching Hospital / Hayatabad Medical Complex,18.61,65.51,85
169,5/11/2009,16 Jumaada al-awal 1430 A.H,Working Day,,9:30 AM,Dara Adam Khel,33.6854,71.5131,KPK,check post in the Outstrikes of Darra Adamkhel-in area of Sabeena police station,Police,High,Open,,Police,,10,11,20,27,1,1. Lady Reading Hospital Pesh; 2. CMH Peshwar,25.66,78.19,
170,5/21/2009,26 Jumaada al-awal 1430 A.H,Working Day,,LATE NIGHT,Tank,32.226,70.3761,KPK,FC fort in Jandola,Military,High,Open,FC camp,Military,,6,9,25,36,1,CMH Dera/ Tank Hospitals,21.54,70.77,
171,5/27/2009,3 Jumaada al-THaany 1430 A.H,Working Day,,10:10 AM,Lahore,31.5451,74.3407,Punjab,hit police checkpost outside Rescue 15 Office and country's premier intelligence agency,Police,High,Open,,Police,,26,27,320,370,1,Ganga Ram hospital / Meo/ Services Hospital,33.28,91.9,125
172,5/28/2009,4 Jumaada al-THaany 1430 A.H,Working Day,,5:40 PM,Peshawar,34.0043,71.5448,KPK,"Kohat Road-Sira Khora-
Police  Check Post",Police,High,Open,,Police,,3,5,3,9,1,Lady Reading Hospital ; Peshawar,34.19,93.54,5
173,5/28/2009,4 Jumaada al-THaany 1430 A.H,Working Day,,,D.I. Khan,31.8238,70.9095,KPK,checkpost on circular road,Police,High,Open,,Police,,3,5,8,12,1,,29.08,84.35,160
174,6/5/2009,12 Jumaada al-THaany 1430 A.H,Working Day,,JUMMAH PRAYER TIME,Upper Dir,35.1977,71.8749,FATA,Masjid in Hayagai Sharqai village,Religious,Medium,Closed,,Religious,Sunni,,40,50,70,1,,23.36,74.05,
175,6/6/2009,13 Jumaada al-THaany 1430 A.H,Working Day,,8:35 PM,Islamabad,33.718,73.0718,Capital,Rescue 15 building in Islamabad,Police,High,Closed,Senior Police Officials meeting,Police,,2,2,4,5,1,PIMS,26.24,79.22,
176,6/9/2009,16 Jumaada al-THaany 1430 A.H,Working Day,,10:30 PM,Peshawar,34.0043,71.5448,KPK,"Pearl Continental Hotel
Peshawar",Hotel,Medium,Closed,,Foreigner,,11,15,50,80,1,Lady Reading Hospital ; Peshawar,29.32,84.78,500
177,6/11/2009,18 Jumaada al-THaany 1430 A.H,Working Day,,THURSDAY NIGHT,Peshawar,34.0043,71.5448,KPK,ring road Latifabad-Peshawar,Police,High,Open,,Police,,1,2,8,15,1,LRH,30.94,87.68,
178,6/12/2009,19 Jumaada al-THaany 1430 A.H,Working Day,,AFTER FRIDAY PRAYERS,Lahore,31.5451,74.3407,Punjab,Jamia Naeemia madrassa-Garhai Shahu area,Religious,Medium,Closed,,Religious,Sunni,5,7,5,12,1,Mayo-Sir Ganga Ram Servuces-Jinnah Hospital,35.98,96.77,24
